,IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,COUNTRY,CONTINENT
96,Ecuador_00016_1042198302_3e83aea565_1079_7132415@N03.jpg,3e83aea565_1079_7132415@N03,-0.967437,-77.763977,1,6,145,0.0071563192533643,0.7633245696542517,0.229519001595567,EC,South America
97,Egypt_00018_389284696_a6c0fa7e22_160_36948083@N00.jpg,a6c0fa7e22_160_36948083@N00,24.032668,32.825775,2,11,229,0.0009451329571987,0.2542597516004434,0.7447950807058987,EG,Africa
98,Finland_00036_636777751_bedf67eb53_1348_86122102@N00.jpg,bedf67eb53_1348_86122102@N00,60.375722,21.391754,2,14,40,0.0042186280642226,0.3690245016079387,0.6267569335778944,FI,Europe
99,Florida_00015_180339543_001a933e62_70_43935788@N00.jpg,001a933e62_70_43935788@N00,24.938747,-80.650634,2,11,214,0.0009086477718653,0.0295055248439268,0.9695858771755468,US,North America
100,France_00057_257413141_469dcde004_96_26519935@N00.jpg,469dcde004_96_26519935@N00,47.882045,7.226428,2,11,242,0.0002063631418796,0.0004675649196919,0.9993260332823724,FR,Europe
101,France_00143_633617121_9d719c65ba_1223_7591003@N03.jpg,9d719c65ba_1223_7591003@N03,48.575755,7.744073,2,10,257,0.0388874417513989,0.0221551144436489,0.938957345676954,FR,Europe
102,Germany_00063_254492987_7c8d55a3b5_99_32367657@N00.jpg,7c8d55a3b5_99_32367657@N00,47.79858,13.0461,2,15,47,0.1644104085066828,0.004966310263228,0.83062324915349,AT,Europe
103,Ghana_00006_933699293_d03cb9ab9b_1129_72526577@N00.jpg,d03cb9ab9b_1129_72526577@N00,10.849491,-1.514739,2,11,200,0.0006246778823051,0.0056545508811858,0.9937207316655344,GH,Africa
104,Greenland_00001_384853046_34ad6e1163_159_82952591@N00.jpg,34ad6e1163_159_82952591@N00,60.185232,-44.217224,1,6,163,0.0003746328248368,0.9961755749921508,0.0034498244802634,GL,North America
105,Guangzhou_00003_986276060_2769109737_1375_70618949@N00.jpg,2769109737_1375_70618949@N00,23.117311,113.353328,2,15,307,0.0004422899755445,0.0004068236650027,0.999150904329298,CN,Asia
106,Hawaii_00072_532408762_9c4ecc305a_1200_79756109@N00.jpg,9c4ecc305a_1200_79756109@N00,20.881077,-156.545133,1,8,150,0.0164648360370307,0.7553340758361173,0.2282010774417813,US,North America
107,HongKong_00022_295401126_95d3f505b4_116_30554981@N00.jpg,95d3f505b4_116_30554981@N00,31.23893,121.485099,2,13,354,0.0001507588759661,0.0009617598376534,0.9988874424989582,CN,Asia
108,HongKong_00034_393185078_8a349f2072_169_56776080@N00.jpg,8a349f2072_169_56776080@N00,22.286713,114.152584,2,10,175,0.0004537169967431,0.2376408025756191,0.7619054836334591,CN,Asia
109,HongKong_00041_504492617_7af38e0004_208_7224156@N03.jpg,7af38e0004_208_7224156@N03,22.282425,114.146447,2,15,307,0.0003413467112167,0.0037173946600432,0.9959412260203422,CN,Asia
110,Hyderabad_00003_359871435_f5abb5524b_155_36887937@N00.jpg,f5abb5524b_155_36887937@N00,17.361741,78.474558,2,11,330,0.0020607138604731,0.002977894732254,0.9949614769035832,IN,Asia
111,Iceland_00003_108349138_41786e87da_40_56945335@N00.jpg,41786e87da_40_56945335@N00,63.794617,-17.720947,1,6,190,0.0006514367899868,0.9981992516857758,0.0011493138127818,IS,Europe
112,Illinois_00010_372417850_1818b0405b_166_41315423@N00.jpg,1818b0405b_166_41315423@N00,41.215716,-88.501578,2,15,296,0.0002717573917052,0.0038499602381741,0.9958784598676358,US,North America
113,India_00024_229287479_474ac2fb6f_79_48637819@N00.jpg,474ac2fb6f_79_48637819@N00,34.147612,77.571716,2,11,200,0.0170807719474765,0.161161639693887,0.8217576523097705,IN,Asia
114,India_00032_291479604_013cb872ba_122_59555137@N00.jpg,013cb872ba_122_59555137@N00,27.179676,78.044042,2,11,230,0.0001958402440633,5.44324488491732e-05,0.999749606035675,IN,Asia
115,Ireland_00007_91942412_95795b8eb9_41_11398209@N00.jpg,95795b8eb9_41_11398209@N00,53.360182,-6.188049,1,6,48,0.0007056706182702,0.7773395436325927,0.2219548391754529,IE,Europe
116,Ireland_00028_249916505_59bfd4d0d3_81_92123108@N00.jpg,59bfd4d0d3_81_92123108@N00,52.141284,-10.279426,2,10,171,0.0021465418705162,0.0294174724406204,0.968436045286012,IE,Europe
117,Israel_00028_511241861_3efa314a4b_219_62126383@N00.jpg,3efa314a4b_219_62126383@N00,31.776938,35.23545,2,11,200,0.0006359177244537,0.0065794609383864,0.992784584744168,IL,Asia
118,Istanbul_00021_475022521_99f3da9240_170_69445076@N00.jpg,99f3da9240_170_69445076@N00,41.071069,28.948974,0,5,85,0.971099629541938,0.0072704448010174,0.0216298869513145,TR,Asia
119,Italy_00021_160108325_a88a1ef93b_53_80333007@N00.jpg,a88a1ef93b_53_80333007@N00,42.001664,12.62947,2,10,142,0.0001743198640973,0.2016515697206102,0.7981741547808952,IT,Europe
120,Italy_00100_453717251_4f9e5ec1b7_186_79039156@N00.jpg,4f9e5ec1b7_186_79039156@N00,44.30226,9.212894,1,6,49,0.002130747432659,0.5785890928343633,0.4192801216268549,IT,Europe
121,Italy_00134_844603727_96b5c1d9bc_1229_76306992@N00.jpg,96b5c1d9bc_1229_76306992@N00,43.348151,11.510925,1,8,104,4.991786523292005e-07,0.9762338970661354,0.0237655434435499,IT,Europe
122,Japan_00056_261461022_a16eeca101_114_60558526@N00.jpg,a16eeca101_114_60558526@N00,34.967491,137.168941,2,11,251,3.3478949712062445e-05,0.0001143594935809,0.9998521789190192,JP,Asia
123,Japan_00108_482880218_7f3a0383bc_175_8047699@N05.jpg,7f3a0383bc_175_8047699@N05,35.339774,139.526367,2,11,330,0.229612750508461,0.0638106895178793,0.7065765684816201,JP,Asia
124,Kenya_00017_1061753413_0861543f7e_1267_17351226@N00.jpg,0861543f7e_1267_17351226@N00,-1.293015,36.815357,1,8,141,0.0085465301078286,0.6201527055468432,0.3713008215440823,KE,Africa
125,Lahore_00001_321085080_28863df64f_130_82503882@N00.jpg,28863df64f_130_82503882@N00,31.58895,74.311378,2,11,230,3.106394773744192e-05,6.559519813253978e-05,0.9999033155041808,PK,Asia
126,Libya_00002_579471142_2e1919f8df_1017_9076790@N05.jpg,2e1919f8df_1017_9076790@N05,29.536424,21.033325,2,12,268,0.02868824641663,0.3414591796275523,0.6298525394062331,LY,Africa
127,London_00020_82418356_e130a8793a_42_69567805@N00.jpg,e130a8793a_42_69567805@N00,51.522629,-0.099563,2,10,171,0.0066858898805435,0.1229756144006728,0.8703385140922251,GB,Europe
128,London_00044_152057337_45584126c5_48_90672364@N00.jpg,45584126c5_48_90672364@N00,51.47879,-0.291255,1,8,209,0.0221819350572332,0.624005356181442,0.3538127832121063,GB,Europe
129,London_00124_307812265_70c28bf023_112_30571787@N00.jpg,70c28bf023_112_30571787@N00,51.51604,-0.129046,2,10,257,0.0185233704856706,0.0089725084766172,0.9725041729974748,GB,Europe
130,London_00163_383132699_73d5a3db68_139_96387799@N00.jpg,73d5a3db68_139_96387799@N00,51.508648,-0.094285,2,11,230,0.0015200850564411,0.0127357984411133,0.9857440597094822,GB,Europe
131,London_00173_399097890_cca3d6eb5c_47_89904893@N00.jpg,cca3d6eb5c_47_89904893@N00,51.510204,-0.085991,2,15,307,0.0033546192915103,0.0045282939926494,0.992117063438883,GB,Europe
132,LosAngeles_00017_271405228_1258990cf2_100_27274415@N00.jpg,1258990cf2_100_27274415@N00,34.101575,-118.340043,2,15,319,0.0010284517510346,0.0008896439519361,0.9980818267700008,US,North America
133,LosAngeles_00023_349121428_aaa440bcc6_132_97332629@N00.jpg,aaa440bcc6_132_97332629@N00,33.988206,-118.47536,2,10,175,0.0035225190800343,0.4568478104499398,0.5396296204299951,US,North America
134,Mali_00003_389132534_c1f2631a86_186_59398218@N00.jpg,c1f2631a86_186_59398218@N00,12.653068,-7.987232,2,15,227,0.000333903626224,0.0001604453759057,0.9995055682808096,ML,Africa
135,Maryland_00035_1409295892_d1f7b16b3f_1421_88483799@N00.jpg,d1f7b16b3f_1421_88483799@N00,39.397543,-76.601765,2,14,87,0.0005836083779158,0.0229069709001024,0.9765093635567156,US,North America
136,Massachusetts_00011_379112224_fbcf942ebd_169_57253263@N00.jpg,fbcf942ebd_169_57253263@N00,42.633738,-70.780902,2,15,119,0.2628934598613384,0.0018316688567381,0.7352748245799035,US,North America
137,Melbourne_00004_129975593_87d37e1218_53_28026984@N00.jpg,87d37e1218_53_28026984@N00,-37.829175,144.971466,1,8,62,0.3013340750620772,0.3784712384907749,0.3201947433760912,AU,Oceania
138,Mexico2_00027_373475154_2cddb4fa40_137_23812473@N00.jpg,2cddb4fa40_137_23812473@N00,20.749853,-99.94606,2,11,108,0.0003289170200879,0.0003212168828166,0.9993498438101752,MX,North America
139,Mississippi_00011_537212117_97f048d808_1357_22941966@N00.jpg,97f048d808_1357_22941966@N00,44.923333,-93.117333,2,13,113,0.0018057118520289,0.30649968008413,0.691694595641934,US,North America
140,Mongolia_00002_207032483_20095af4a6_60_14542551@N00.jpg,20095af4a6_60_14542551@N00,48.973343,89.959659,1,7,341,0.0001874966523089,0.985754985497806,0.0140575323423774,MN,Asia
141,Montana_00013_452159720_caae190cec_196_93487964@N00.jpg,caae190cec_196_93487964@N00,42.907186,-5.561764,1,7,350,0.0116746932108246,0.9846787326610054,0.0036466796099941,ES,Europe
142,Montenegro_00002_279525048_069d71861c_85_36093984@N00.jpg,069d71861c_85_36093984@N00,42.453987,18.536338,2,11,109,0.0024421242722212,0.0017779822493366,0.9957798402203366,ME,Europe
143,Morocco2_00003_369458188_1dcee11573_178_13527886@N00.jpg,1dcee11573_178_13527886@N00,31.39819,-7.635498,1,10,233,0.0002305341120063,0.5985463479061366,0.401223144255951,MA,Africa
144,Morocco2_00016_872564984_73ef641d65_1104_83039477@N00.jpg,73ef641d65_1104_83039477@N00,34.059485,-5.005645,2,11,103,0.0040825135106103,0.0392386546546532,0.9566789055222528,MA,Africa
145,Moscow_00007_275816584_98e230bb1e_88_87484925@N00.jpg,98e230bb1e_88_87484925@N00,46.734397,-117.005081,2,10,278,0.1096274132000625,0.0001193792388445,0.8902530269399578,US,North America
